OriginalTraitName,OriginalTraitDef,OriginalTraitUnit,text,cluster_id,n_members,best_match_id,best_match_label,confidence,reasoning,is_mapped
fecundity,mean eggs produced per plant,eggs plant-1,Trait: fecundity. Definition: mean eggs produced per plant. Unit: eggs plant-1.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry describes fecundity as a reproductive quality measured by the number of eggs, which aligns with the PATO definition of fecundity as a reproductive capacity measured by gametes.",TRUE
fecundity,mean number of eggs per cycle,eggs individual-1 cycle-1,Trait: fecundity. Definition: mean number of eggs per cycle. Unit: eggs individual-1 cycle-1.,4,68,PATO:0000273,fecundity,high,The definition of fecundity as a reproductive quality measured by the number of gametes aligns with the VecTraits entry definition of mean number of eggs per cycle.,TRUE
fecundity,mean lifetime egg punctures,egg punctures individual-1,Trait: fecundity. Definition: mean lifetime egg punctures. Unit: egg punctures individual-1.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry describes fecundity in terms of reproductive capacity, which aligns with the PATO definition of fecundity as a reproductive quality measured by gametes.",TRUE
fecundity rate,mean eggs per unit time,eggs individual-1 day-1,Trait: fecundity rate. Definition: mean eggs per unit time. Unit: eggs individual-1 day-1.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry describes fecundity in terms of reproductive capacity, which aligns with the PATO definition of fecundity as a reproductive quality measured by gametes.",TRUE
fecundity rate,mean offspring per unit time,offspring individual-1 day-1,Trait: fecundity rate. Definition: mean offspring per unit time. Unit: offspring individual-1 day-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of offspring per unit time, which aligns with the concept of fecundity in multicellular organisms.",TRUE
reproductive capacity,mean lifetime nymphs (30 days),nymphs individual-1,Trait: reproductive capacity. Definition: mean lifetime nymphs (30 days). Unit: nymphs individual-1.,4,68,PATO:0001434,reproductive quality,high,"The VecTraits entry describes a trait related to the ability to produce offspring, which aligns with the concept of 'reproductive quality'.",TRUE
fecundity,mean lifetime eggs per 10 individuals,eggs 10 individuals-1,Trait: fecundity. Definition: mean lifetime eggs per 10 individuals. Unit: eggs 10 individuals-1.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry describes fecundity as a reproductive quality measured by the number of eggs, aligning with the PATO definition of fecundity as a reproductive quality measured by gametes.",TRUE
age specific fecundity,mean number of female offspring individual-1 at specific age,females individual-1,Trait: age specific fecundity. Definition: mean number of female offspring individual-1 at specific age. Unit: females individual-1.,4,68,NO_MATCH,NO_MATCH,high,"None of the candidate terms specifically capture the concept of age-specific fecundity, which involves fecundity measured at specific ages.",FALSE
fecundity,mean number of female offspring individual-1,females individual-1,Trait: fecundity. Definition: mean number of female offspring individual-1. Unit: females individual-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of female offspring per individual, which aligns with the concept of fecundity in multicellular organisms.",TRUE
fecundity,mean lifetime eggs per individual (across all humdity levels),eggs individual-1,Trait: fecundity. Definition: mean lifetime eggs per individual (across all humdity levels). Unit: eggs individual-1.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry describes fecundity as a reproductive quality measured by the number of eggs, aligning with the PATO definition of fecundity as a reproductive quality measured by gametes.",TRUE
fecundity,mean lifetime eggs per individual,eggs individual-1,Trait: fecundity. Definition: mean lifetime eggs per individual. Unit: eggs individual-1.,4,68,PATO:0000273,fecundity,high,The definition of fecundity as a reproductive quality measured by the number of gametes aligns with the VecTraits entry definition of mean lifetime eggs per individual.,TRUE
fecundity rate,maximum progengy individual-1 day-1,progeny individual-1 day-1,Trait: fecundity rate. Definition: maximum progengy individual-1 day-1. Unit: progeny individual-1 day-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity rate in terms of progeny per day, which aligns with the concept of fecundity in multicellular organisms.",TRUE
fecundity,mean number of eggs per cycle (1st),eggs individual-1 cycle-1,Trait: fecundity. Definition: mean number of eggs per cycle (1st). Unit: eggs individual-1 cycle-1.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry describes fecundity as a reproductive quality measured by the number of eggs, which aligns with the PATO definition of fecundity as a reproductive quality measured by the number of gametes.",TRUE
fecundity rate,mean lifetime offspring,offspring individual-1 day-1,Trait: fecundity rate. Definition: mean lifetime offspring. Unit: offspring individual-1 day-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of offspring production, which aligns with the concept of multicellular organism fecundity.",TRUE
fecundity,mean offspring per reproduction day,offspring individual-1 day-1,Trait: fecundity. Definition: mean offspring per reproduction day. Unit: offspring individual-1 day-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of offspring per day, which aligns with the general concept of fecundity in multicellular organisms.",TRUE
fecundity,mean lifetime offspring as a function of size and adult and growth temperature,offspring individual-1,Trait: fecundity. Definition: mean lifetime offspring as a function of size and adult and growth temperature. Unit: offspring individual-1.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry describes fecundity as a reproductive quality related to offspring production, which aligns with the PATO definition of fecundity as a reproductive quality measured by gametes.",TRUE
fecundity rate,mean number of eggs individual-1 day-1,eggs individual-1 day-1,Trait: fecundity rate. Definition: mean number of eggs individual-1 day-1. Unit: eggs individual-1 day-1.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry describes fecundity in terms of reproductive capacity, which aligns with the PATO definition of fecundity as a reproductive quality measured by the number of gametes.",TRUE
fecundity rate,mean number of offspring per reproductive cycle,offspring individual-1 cycle-1,Trait: fecundity rate. Definition: mean number of offspring per reproductive cycle. Unit: offspring individual-1 cycle-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity as the mean number of offspring per reproductive cycle, which aligns with the concept of fecundity in multicellular organisms.",TRUE
fecundity,mean lifetime eggs,eggs individual-1,Trait: fecundity. Definition: mean lifetime eggs. Unit: eggs individual-1.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry describes fecundity as mean lifetime eggs, which aligns with the PATO definition of fecundity as a reproductive quality measured by the number of gametes.",TRUE
fecundity,individual-level mean eggs per gonotrophic cycle,eggs cycle-1,Trait: fecundity. Definition: individual-level mean eggs per gonotrophic cycle. Unit: eggs cycle-1.,4,68,PATO:0000273,fecundity,high,The definition of fecundity as a reproductive quality measured by the number of gametes aligns well with the VecTraits entry describing mean eggs per gonotrophic cycle.,TRUE
fecundity,individual-level lifetime eggs,eggs individual-1,Trait: fecundity. Definition: individual-level lifetime eggs. Unit: eggs individual-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity at the individual level, which aligns with the concept of multicellular organism fecundity.",TRUE
fecundity,mean lifetime eggs laid per female,eggs individual-1,Trait: fecundity. Definition: mean lifetime eggs laid per female. Unit: eggs individual-1.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry describes fecundity as a reproductive quality measured by eggs laid, which aligns with PATO:0000273's definition of fecundity as a reproductive quality measured by gametes.",TRUE
fecundity,mean lifetime eggs produced by an individual female,eggs individual-1,Trait: fecundity. Definition: mean lifetime eggs produced by an individual female. Unit: eggs individual-1.,4,68,PATO:0000273,fecundity,high,"The definition provided in the VecTraits entry aligns with the PATO definition of fecundity as a reproductive quality measured by the number of gametes, which in this context are eggs.",TRUE
fecundity rate,mean weight of egg mass per day,mg eggs day-1,Trait: fecundity rate. Definition: mean weight of egg mass per day. Unit: mg eggs day-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of egg mass per day, which aligns with the concept of fecundity in multicellular organisms.",TRUE
fecundity,individual-level weight of lifetime eggs per individual,mg eggs individual-1,Trait: fecundity. Definition: individual-level weight of lifetime eggs per individual. Unit: mg eggs individual-1.,4,68,PATO:0000273,fecundity,high,The definition of fecundity as a reproductive quality measured by the number of gametes aligns with the VecTraits entry describing lifetime eggs per individual.,TRUE
fecundity,total number of eggs produced,eggs individual-1,Trait: fecundity. Definition: total number of eggs produced. Unit: eggs individual-1.,4,68,PATO:0000273,fecundity,high,"The definition of PATO:0000273 aligns with the VecTraits entry as it describes fecundity in terms of reproductive capacity measured by the number of gametes, which corresponds to the total number of eggs produced.",TRUE
fecundity,mean number of lifetime eggs by a tick,eggs individual-1,Trait: fecundity. Definition: mean number of lifetime eggs by a tick. Unit: eggs individual-1.,4,68,PATO:0000273,fecundity,high,The definition of fecundity as a reproductive quality measured by the number of gametes aligns with the VecTraits entry definition of mean number of lifetime eggs by a tick.,TRUE
fecundity rate,mean eggs produced by an individual female per day,eggs individual-1 day-1,Trait: fecundity rate. Definition: mean eggs produced by an individual female per day. Unit: eggs individual-1 day-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of egg production by an individual, which aligns with the concept of multicellular organism fecundity.",TRUE
fecundity rate,peak number of eggs per day per individual,eggs individual-1 day-1,Trait: fecundity rate. Definition: peak number of eggs per day per individual. Unit: eggs individual-1 day-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of egg production rate, which aligns with the concept of fecundity in multicellular organisms.",TRUE
fertility,mean number of hatched eggs in an individuals lifetime,eggs individual-1,Trait: fertility. Definition: mean number of hatched eggs in an individuals lifetime. Unit: eggs individual-1.,4,68,OBA:VT0010464,fertility trait,high,"The VecTraits entry describes a general fertility trait of a multicellular organism, which aligns with the definition of OBA:VT0010464.",TRUE
fecundity,mean eggs individual-1,eggs,Trait: fecundity. Definition: mean eggs individual-1. Unit: eggs.,4,68,PATO:0000273,fecundity,high,The definition of fecundity as a reproductive quality measured by the number of gametes aligns with the VecTraits entry definition of mean eggs per individual.,TRUE
fecundity,mean lifetime total number of nymphs,progeny individual-1,Trait: fecundity. Definition: mean lifetime total number of nymphs. Unit: progeny individual-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of the total number of progeny, which aligns with the concept of fecundity in multicellular organisms.",TRUE
fecundity,mean liftetime eggs,eggs individual-1,Trait: fecundity. Definition: mean liftetime eggs. Unit: eggs individual-1.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry describes fecundity as mean lifetime eggs, which aligns with the PATO definition of fecundity as a reproductive quality measured by the number of gametes.",TRUE
fecundity,mean lifetime progeny,progeny individual-1,Trait: fecundity. Definition: mean lifetime progeny. Unit: progeny individual-1.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry 'mean lifetime progeny' aligns with the definition of 'fecundity' as a reproductive quality measured by the number of gametes, which corresponds to potential reproductive capacity.",TRUE
fecundity rate,mean progeny per unit time,progeny individual-1 day-1,Trait: fecundity rate. Definition: mean progeny per unit time. Unit: progeny individual-1 day-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity rate as mean progeny per unit time, which aligns with the concept of fecundity in multicellular organisms.",TRUE
fecundity rate,mean maximum progeny per unit time,progeny individual-1 day-1,Trait: fecundity rate. Definition: mean maximum progeny per unit time. Unit: progeny individual-1 day-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity rate in terms of progeny per unit time, which aligns with the concept of fecundity in multicellular organisms.",TRUE
fecundity rate,maximum number of offspring per female per day,nymphs individual-1 day-1,Trait: fecundity rate. Definition: maximum number of offspring per female per day. Unit: nymphs individual-1 day-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of offspring per female, which aligns with the concept of multicellular organism fecundity.",TRUE
fecundity rate,mean number of nymphs per day per female,progeny individual-1 day-1,Trait: fecundity rate. Definition: mean number of nymphs per day per female. Unit: progeny individual-1 day-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of progeny per day per female, which aligns with the concept of fecundity in multicellular organisms.",TRUE
fecundity,mean duration of life stage,progeny individual-1,Trait: fecundity. Definition: mean duration of life stage. Unit: progeny individual-1.,4,68,NO_MATCH,NO_MATCH,high,The VecTraits entry describes 'mean duration of life stage' which does not align with the reproductive capacity or number of progeny implied by the ontology terms for fecundity.,FALSE
fecundity rate,maximum progeny per unit time,progeny individual-1 day-1,Trait: fecundity rate. Definition: maximum progeny per unit time. Unit: progeny individual-1 day-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of progeny per unit time, which aligns with the concept of fecundity in multicellular organisms.",TRUE
effective fecundity,mean number of nymphs produced individual-1 during a period equivalent to the prereporoductive time,nymphs unit time-1,Trait: effective fecundity. Definition: mean number of nymphs produced individual-1 during a period equivalent to the prereporoductive time. Unit: nymphs unit time-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of nymph production, which aligns with the general concept of fecundity in multicellular organisms.",TRUE
maximum fecundity,mean duration from onset of reproduction to maximum reproductive output,days,Trait: maximum fecundity. Definition: mean duration from onset of reproduction to maximum reproductive output. Unit: days.,4,68,NO_MATCH,NO_MATCH,high,"None of the candidate terms specifically address the duration from onset of reproduction to maximum reproductive output, which is a temporal aspect of fecundity.",FALSE
fecundity rate,mean duration of life stage,progeny individual-1 day-1,Trait: fecundity rate. Definition: mean duration of life stage. Unit: progeny individual-1 day-1.,4,68,NO_MATCH,NO_MATCH,high,"The VecTraits entry describes a rate related to life stage duration, not directly related to fecundity as defined by the number of progeny or gametes.",FALSE
fecundity (alate),mean lifetime offspring,days,Trait: fecundity (alate). Definition: mean lifetime offspring. Unit: days.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry describes fecundity as a reproductive quality related to offspring production, which aligns with the PATO definition of fecundity as a reproductive quality measured by reproductive capacity.",TRUE
fecundity (apterous),mean lifetime offspring,days,Trait: fecundity (apterous). Definition: mean lifetime offspring. Unit: days.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry describes fecundity as mean lifetime offspring, which aligns with the PATO definition of fecundity as a reproductive quality measured by reproductive capacity.",TRUE
fecundity,mean population-level offspring (100 individuals),days,Trait: fecundity. Definition: mean population-level offspring (100 individuals). Unit: days.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry describes fecundity as a reproductive quality at the population level, which aligns with the PATO definition of fecundity as a reproductive quality measured by the number of gametes.",TRUE
fecundity,total population-level number of offspring produced,offspring,Trait: fecundity. Definition: total population-level number of offspring produced. Unit: offspring.,4,68,PATO:0000273,fecundity,high,"The PATO:0000273 term directly aligns with the VecTraits definition as it describes fecundity in terms of reproductive capacity measured by offspring, which matches the population-level offspring production.",TRUE
fecundity rate,mean offspring per reproduction day,offspring individual-1 day-1,Trait: fecundity rate. Definition: mean offspring per reproduction day. Unit: offspring individual-1 day-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of offspring per day, which aligns with the concept of fecundity in multicellular organisms.",TRUE
fecundity,mean lifetime progeny per female,progeny individual-1,Trait: fecundity. Definition: mean lifetime progeny per female. Unit: progeny individual-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of progeny per female, which aligns with the concept of fecundity in multicellular organisms.",TRUE
fecundity rate (apterous),mean offspring per unit time,offspring individual-1 day-1,Trait: fecundity rate (apterous). Definition: mean offspring per unit time. Unit: offspring individual-1 day-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of offspring per unit time, which aligns with the concept of fecundity in multicellular organisms.",TRUE
fecundity rate (alate),mean offspring per unit time,offspring individual-1 day-1,Trait: fecundity rate (alate). Definition: mean offspring per unit time. Unit: offspring individual-1 day-1.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of offspring per unit time, which aligns with the concept of fecundity in multicellular organisms.",TRUE
fertility,number of offspring produced,number of offspring,Trait: fertility. Definition: number of offspring produced. Unit: number of offspring.,4,68,OBA:VT0010464,fertility trait,high,"The VecTraits entry describes fertility as the number of offspring produced, which aligns with the general concept of fertility in multicellular organisms as described by OBA:VT0010464.",TRUE
fecundity,mean of daily newborn nymph counts,mean number of nymphs,Trait: fecundity. Definition: mean of daily newborn nymph counts. Unit: mean number of nymphs.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of nymph counts, which aligns with the concept of fecundity in multicellular organisms.",TRUE
average daily fecundity,daily fecundity of female aphids,mx,Trait: average daily fecundity. Definition: daily fecundity of female aphids. Unit: mx.,4,68,OBA:0003697,multicellular organism fecundity,high,"The term 'multicellular organism fecundity' encompasses the fecundity of female aphids, which are multicellular organisms, and aligns with the concept of average daily fecundity.",TRUE
mean fecundity,number of nymphs deposited,oviparae/gynoparae,Trait: mean fecundity. Definition: number of nymphs deposited. Unit: oviparae/gynoparae.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of nymphs deposited, which aligns with the general concept of fecundity in multicellular organisms.",TRUE
age-specific daily fecundity,new nymphs produced each day,mean number of nymphs,Trait: age-specific daily fecundity. Definition: new nymphs produced each day. Unit: mean number of nymphs.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of new nymphs produced, which aligns with the general concept of fecundity in multicellular organisms.",TRUE
mean fecundity,mean number of offspring produced by females,female/female,Trait: mean fecundity. Definition: mean number of offspring produced by females. Unit: female/female.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of offspring produced by females, which aligns with the concept of fecundity in multicellular organisms.",TRUE
Reproductive average daily fecundity,the number of newborn nymphs (N1) per female per day,nymphs per day,Trait: Reproductive average daily fecundity. Definition: the number of newborn nymphs (N1) per female per day. Unit: nymphs per day.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of offspring per female per day, which aligns with the general concept of fecundity in multicellular organisms.",TRUE
Reproductive average total fecundity,the number of newborn nymphs (N1) per female,nymphs,Trait: Reproductive average total fecundity. Definition: the number of newborn nymphs (N1) per female. Unit: nymphs.,4,68,OBA:0003697,multicellular organism fecundity,high,"The term 'multicellular organism fecundity' aligns with the concept of fecundity in a multicellular organism, which matches the VecTraits entry describing the number of offspring per female.",TRUE
fecundity,number of aphids produced,number of offspring,Trait: fecundity. Definition: number of aphids produced. Unit: number of offspring.,4,68,OBA:0003697,multicellular organism fecundity,high,"The VecTraits entry describes fecundity in terms of the number of offspring produced by aphids, which aligns with the concept of fecundity in multicellular organisms.",TRUE
fecundity rate,maximum number of eggs produced in a single day by an individual female,eggs individual-1 day-1,Trait: fecundity rate. Definition: maximum number of eggs produced in a single day by an individual female. Unit: eggs individual-1 day-1.,4,68,PATO:0000273,fecundity,high,"The VecTraits entry describes fecundity in terms of reproductive capacity, which aligns with the PATO definition of fecundity as a reproductive quality measured by gamete production.",TRUE
weight,"Weight of developing Hyalomma impeltatum nymphs held at four different temperatures and 75% relative humidity""",mg,"Trait: weight. Definition: Weight of developing Hyalomma impeltatum nymphs held at four different temperatures and 75% relative humidity"". Unit: mg.",5,7,PATO:0000125,mass,high,"The VecTraits entry describes the weight of nymphs, which aligns with the concept of 'mass' as per PATO's guidance to use 'mass' for biological contexts.",TRUE
weight,Weight of undisturbed female Hyalomma impeltatum after molting,mg,Trait: weight. Definition: Weight of undisturbed female Hyalomma impeltatum after molting. Unit: mg.,5,7,PATO:0000125,mass,high,"The VecTraits entry describes the weight of an organism, which aligns with the PATO term 'mass' as it is the appropriate concept for biological weight measurements.",TRUE
weight,Weight of undisturbed female Hyalomma impeltatum after feeding (14 days post-molt),mg,Trait: weight. Definition: Weight of undisturbed female Hyalomma impeltatum after feeding (14 days post-molt). Unit: mg.,5,7,PATO:0000125,mass,high,"The VecTraits entry describes the weight of an organism, which aligns with the PATO term 'mass' as it is intended for biological uses of weight.",TRUE
weight,Weight of undisturbed female Hyalomma impeltatum after engorgement,mg,Trait: weight. Definition: Weight of undisturbed female Hyalomma impeltatum after engorgement. Unit: mg.,5,7,PATO:0000125,mass,high,"The VecTraits entry describes the weight of an organism, which aligns with the PATO term 'mass' as it is used for biological contexts instead of 'weight'.",TRUE
Weight,Weight of undisturbed female Hyalomma impeltatum after molting,mg,Trait: Weight. Definition: Weight of undisturbed female Hyalomma impeltatum after molting. Unit: mg.,5,7,PATO:0000125,mass,high,"The VecTraits entry describes the weight of an organism, which aligns with the PATO term 'mass' as it is intended for biological use to describe weight.",TRUE
Weight,Weight of undisturbed female Hyalomma impeltatum after feeding (14 days post-molt),mg,Trait: Weight. Definition: Weight of undisturbed female Hyalomma impeltatum after feeding (14 days post-molt). Unit: mg.,5,7,PATO:0000125,mass,high,"The VecTraits entry describes the mass of an organism, which aligns with the PATO term for 'mass' as it is the appropriate concept for biological weight.",TRUE
Weight,Weight of undisturbed female Hyalomma impeltatum after engorgement,mg,Trait: Weight. Definition: Weight of undisturbed female Hyalomma impeltatum after engorgement. Unit: mg.,5,7,PATO:0000125,mass,high,"The VecTraits entry describes the weight of a tick, which aligns with the concept of 'mass' as used in biological contexts according to PATO.",TRUE
body size,mean wing length (mm),mm,Trait: body size. Definition: mean wing length (mm). Unit: mm.,6,11,OBA:VT0100005,body size trait,high,"The VecTraits entry describes a trait related to the size of a multicellular organism, specifically mean wing length, which aligns with the concept of 'body size trait'.",TRUE
body size,mean length,mm,Trait: body size. Definition: mean length. Unit: mm.,6,11,OBA:VT0100005,body size trait,high,"The VecTraits entry describes the size of a multicellular organism, which aligns with the definition of 'body size trait'.",TRUE
body size,mean width,mm,Trait: body size. Definition: mean width. Unit: mm.,6,11,OBA:VT0100005,body size trait,high,"The VecTraits entry describes the mean width of a multicellular organism, which aligns with the definition of 'body size trait' as the size of a multicellular organism.",TRUE
body size,mean head width,mm,Trait: body size. Definition: mean head width. Unit: mm.,6,11,OBA:VT0100005,body size trait,high,"The VecTraits entry describes 'body size' as mean head width, which aligns with the concept of the size of a multicellular organism.",TRUE
body size,mean thorax length,mm,Trait: body size. Definition: mean thorax length. Unit: mm.,6,11,OBA:VT0100005,body size trait,high,"The term 'body size trait' refers to the size of a multicellular organism, which aligns with the VecTraits entry describing mean thorax length as a measure of body size.",TRUE
body size,mean wing length,mm,Trait: body size. Definition: mean wing length. Unit: mm.,6,11,OBA:VT0100005,body size trait,high,"The VecTraits entry describes a trait related to the size of a multicellular organism, specifically mean wing length, which aligns with the concept of 'body size trait'.",TRUE
body size (length),mean body length,mm,Trait: body size (length). Definition: mean body length. Unit: mm.,6,11,OBA:VT0001256,body length,high,"The VecTraits entry describes mean body length, which directly corresponds to the ontology term 'body length' defined as the length of a multicellular organism.",TRUE
body size (length),mean body length (adult),mm,Trait: body size (length). Definition: mean body length (adult). Unit: mm.,6,11,OBA:VT0001256,body length,high,"The VecTraits entry specifically refers to the mean body length of an adult organism, which aligns directly with the definition of 'body length' as the length of a multicellular organism.",TRUE
body length,mean length (unfed ),mm,Trait: body length. Definition: mean length (unfed ). Unit: mm.,6,11,OBA:VT0001256,body length,high,"The VecTraits entry 'body length' directly corresponds to the ontology term 'body length' which refers to the length of a multicellular organism, matching the definition provided.",TRUE
body length,mean length (engorged ),mm,Trait: body length. Definition: mean length (engorged ). Unit: mm.,6,11,OBA:VT0001256,body length,high,"The VecTraits entry describes the mean length of an organism, which aligns with the definition of 'body length' as the length of a multicellular organism.",TRUE
body width,mean width (unfed),mm,Trait: body width. Definition: mean width (unfed). Unit: mm.,6,11,OBA:VT0015039,body width,high,The VecTraits entry 'body width' directly corresponds to the ontology term 'body width' which refers to the width of a multicellular organism.,TRUE
body size,mean wet mass,mg,Trait: body size. Definition: mean wet mass. Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The VecTraits entry describes the size of a multicellular organism, which aligns with the definition of 'body size trait'.",TRUE
body size,mean wet mass (waxless and gravid),mg,Trait: body size. Definition: mean wet mass (waxless and gravid). Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The VecTraits entry describes the size of a multicellular organism, which aligns with the definition of 'body size trait'.",TRUE
body size,mean dry mass,mg,Trait: body size. Definition: mean dry mass. Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The term 'body size trait' refers to the size of a multicellular organism, which aligns with the VecTraits entry describing mean dry mass as a measure of body size.",TRUE
body size,mean body weight,mg,Trait: body size. Definition: mean body weight. Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The term 'body size trait' refers to the size of a multicellular organism, which aligns with the VecTraits entry describing mean body weight.",TRUE
body size,individual-level mass,mg,Trait: body size. Definition: individual-level mass. Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The VecTraits entry describes the size of a multicellular organism, which aligns with the definition of 'body size trait'.",TRUE
body size,individual-level wet mass,mg,Trait: body size. Definition: individual-level wet mass. Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The VecTraits entry describes the size of a multicellular organism, which aligns with the definition of 'body size trait' as the size of a multicellular organism.",TRUE
body size,mean wet mass on the day feeding was completed,mg,Trait: body size. Definition: mean wet mass on the day feeding was completed. Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The VecTraits entry describes the size of a multicellular organism, which aligns with the definition of 'body size trait'.",TRUE
body size,mean weight of nymphs post-feeding,mg,Trait: body size. Definition: mean weight of nymphs post-feeding. Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The term 'body size trait' refers to the size of a multicellular organism, which aligns with the VecTraits entry describing the mean weight of nymphs post-feeding.",TRUE
body size,mean body weight of engorged adult females,mg,Trait: body size. Definition: mean body weight of engorged adult females. Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The term 'body size trait' refers to the size of a multicellular organism, which aligns with the VecTraits entry describing the mean body weight of engorged adult females.",TRUE
body size,mean wet mass on the day feeding was completed (engorged),mg,Trait: body size. Definition: mean wet mass on the day feeding was completed (engorged). Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The VecTraits entry describes the size of a multicellular organism, which aligns with the definition of 'body size trait'.",TRUE
body mass,mean weight of female,mg,Trait: body mass. Definition: mean weight of female. Unit: mg.,7,31,OBA:VT0001259,body mass,high,The VecTraits entry 'body mass' with definition 'mean weight of female' aligns with the ontology term 'body mass' which refers to the mass of a multicellular organism.,TRUE
body size,mean dry mass. relationship between dry mass and wing length,mg,Trait: body size. Definition: mean dry mass. relationship between dry mass and wing length. Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The VecTraits entry describes the size of a multicellular organism, which aligns with the definition of 'body size trait'.",TRUE
body size,dry mass,mg,Trait: body size. Definition: dry mass. Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The VecTraits entry describes the size of a multicellular organism, which aligns with the definition of 'body size trait'.",TRUE
body size (alate),mean wet mass,mg,Trait: body size (alate). Definition: mean wet mass. Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The VecTraits entry describes the size of a multicellular organism, which aligns with the definition of 'body size trait'.",TRUE
body size (apterous),mean wet mass,mg,Trait: body size (apterous). Definition: mean wet mass. Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The term 'body size trait' refers to the size of a multicellular organism, which aligns with the VecTraits entry describing the mean wet mass of an organism.",TRUE
body size (apterous nymph),mean wet mass,days,Trait: body size (apterous nymph). Definition: mean wet mass. Unit: days.,7,31,OBA:VT0100005,body size trait,high,"The term 'body size trait' refers to the size of a multicellular organism, which aligns with the VecTraits entry describing the mean wet mass of an apterous nymph.",TRUE
body size (mass),mean wet mass,mg,Trait: body size (mass). Definition: mean wet mass. Unit: mg.,7,31,OBA:VT0001259,body mass,high,"The VecTraits entry 'body size (mass)' with definition 'mean wet mass' and unit 'mg' aligns directly with the ontology term 'body mass', which refers to the mass of a multicellular organism.",TRUE
body size,mean of weight (unfed),mg,Trait: body size. Definition: mean of weight (unfed). Unit: mg.,7,31,OBA:VT0100005,body size trait,high,"The VecTraits entry describes the size of a multicellular organism, which aligns with the definition of 'body size trait'.",TRUE
