query_trait,ontology,term_id,term_label,term_definition
metabolic heat rate,PATO,PATO:0001756,heat conductivity,A conductivity quality inhering in a bearer by virtue of the bearer's disposition to spontaneous transfer of thermal energy from a region of higher temperature to a region of lower temperature.
metabolic heat rate,PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
metabolic heat rate,PATO,PATO:0000911,decreased rate,A rate which is relatively low.
metabolic heat rate,PATO,PATO:0000912,increased rate,A rate which is relatively high.
metabolic heat rate,PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
EIP (extrinsic incubation period),PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
EIP (extrinsic incubation period),PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
EIP (extrinsic incubation period),PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
EIP (extrinsic incubation period),PATO,UBERON:0001575,extrinsic muscle of tongue,A muscle organ that attaches the tongue to some other structure.
EIP (extrinsic incubation period),PATO,UBERON:0011332,extrinsic tongue pre-muscle mass,NA
egg conversion ratio,PATO,PATO:0001470,ratio,A quality inhering in a bearer by virtue of the bearer's magnitude in proportion to the magnitude of another entity.
egg conversion ratio,PATO,PATO:0040042,decreased ratio,Example: decreased proportion of CD4 T cells relative to total T cells.
egg conversion ratio,PATO,PATO:0040043,increased ratio,Example: increased proportion of CD4 T cells relative to total T cells.
egg conversion ratio,PATO,PATO:0040071,nuclear/cytoplasmic ratio,A quality inhering in a cell by virtue of the ratio between the volume of its nucleus and the volume of its cytoplasm.
egg conversion ratio,PATO,PATO:0040072,high nuclear/cytoplasmic ratio,A high nuclear/cytolasmic ratio is 70% or higher.
fecundity (alate),PATO,PATO:0000273,fecundity,A reproductive quality inhering in an organism or population by virtue of the bearer's potential reproductive capacity ad measured by the number of gametes.
fecundity (alate),PATO,PATO:0001695,increased fecundity,A fecundity which is relatively high.
fecundity (alate),PATO,PATO:0001696,decreased fecundity,A fecundity which is relatively low.
fecundity (alate),PATO,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
fecundity (alate),PATO,PCO:0000003,quality of a population,A quality that inheres in a population of organisms.
reproductive efficiency index,PATO,PATO:0001029,efficiency,A physical quality inhering in a bearer by virtue of ratio of the bearer's output to the bearer's input.
reproductive efficiency index,PATO,PATO:0001675,decreased efficiency,An efficiency which is relatively low.
reproductive efficiency index,PATO,PATO:0001676,increased efficiency,An efficiency which is relatively high.
reproductive efficiency index,PATO,PATO:0045015,normal efficiency,An efficiency which is relatively normal or average.
reproductive efficiency index,PATO,PATO:0001434,reproductive quality,An organismal quality inhering in a bearer by virtue of the bearer's ability to produce new life or offspring.
Distance Traveled,PATO,PATO:0000040,distance,A quality that is the extent of space between two entities.
Distance Traveled,PATO,PATO:0000374,increased distance,A distance which is greater relative to the normal or average.
Distance Traveled,PATO,PATO:0000375,decreased distance,A distance which is lesser relative to the normal or average.
Distance Traveled,PATO,PATO:0045014,normal distance,A distance which is relatively normal or average.
Distance Traveled,PATO,PATO:0040032,increased linear velocity,A distance traveled in a specific time that is relatively high.
Questing Height,PATO,PATO:0000119,height,A 1-D extent quality inhering in a bearer by virtue of the bearer's vertical dimension of extension.
Questing Height,PATO,PATO:0000569,decreased height,A height which is relatively low.
Questing Height,PATO,PATO:0000570,increased height,A height which is relatively high.
Questing Height,PATO,PATO:0045053,normal height,A height which is relatively normal or average
Questing Height,PATO,PATO:0001874,discoid,"A shape quality inhering in a bearer by virtue of the bearer's being cylindrical, in which the height is less than the diameter."
Questing Time,PATO,PATO:0000165,time,A quality in which events occur in sequence.
Questing Time,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
Questing Time,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
Questing Time,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
Questing Time,PATO,PATO:0001005,latency,"This class is a candidate for obsoletion. The definition is not clear, and the placement under ""delayed"" is not consistent with the definition."
blood feeding,PATO,UBERON:0000178,blood,A fluid that is composed of blood plasma and erythrocytes.
blood feeding,PATO,CL:0000081,blood cell,A cell found predominately in the blood.
blood feeding,PATO,CL:4030029,blood lymphocyte,A lymphocyte located in blood.
blood feeding,PATO,GO:0008015,blood circulation,"The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products."
blood feeding,PATO,UBERON:0001969,blood plasma,"The liquid component of blood, in which erythrocytes are suspended."
heat knockdown time,PATO,PATO:0000165,time,A quality in which events occur in sequence.
heat knockdown time,PATO,PATO:0001756,heat conductivity,A conductivity quality inhering in a bearer by virtue of the bearer's disposition to spontaneous transfer of thermal energy from a region of higher temperature to a region of lower temperature.
heat knockdown time,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
heat knockdown time,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
heat knockdown time,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
knockdown time,PATO,PATO:0000165,time,A quality in which events occur in sequence.
knockdown time,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
knockdown time,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
knockdown time,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
knockdown time,PATO,PATO:0001005,latency,"This class is a candidate for obsoletion. The definition is not clear, and the placement under ""delayed"" is not consistent with the definition."
body size (alate),PATO,PATO:0000117,size,A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.
body size (alate),PATO,PATO:0000276,brood size,A reproductive quality inhering in the young of an animal by virtue of their number.
body size (alate),PATO,PATO:0000586,increased size,A size quality which is relatively high.
body size (alate),PATO,PATO:0000587,decreased size,A size quality which is relatively low.
body size (alate),PATO,PATO:0005015,tapered size,A size quality inhering in an entity or set of entities in which size increases or decreases along the extent of the entity or set.
egg size,PATO,PATO:0000117,size,A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.
egg size,PATO,PATO:0000276,brood size,A reproductive quality inhering in the young of an animal by virtue of their number.
egg size,PATO,PATO:0000586,increased size,A size quality which is relatively high.
egg size,PATO,PATO:0000587,decreased size,A size quality which is relatively low.
egg size,PATO,PATO:0005015,tapered size,A size quality inhering in an entity or set of entities in which size increases or decreases along the extent of the entity or set.
engorgement period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
engorgement period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
engorgement period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
engorgement period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
engorgement period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
feeding rate,PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
feeding rate,PATO,PATO:0000911,decreased rate,A rate which is relatively low.
feeding rate,PATO,PATO:0000912,increased rate,A rate which is relatively high.
feeding rate,PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
feeding rate,PATO,PATO:0001574,flow rate,A physical quality inhering in a bearer by virtue of the bearer's motion characteristic.
reproductive capacity,PATO,PATO:0001434,reproductive quality,An organismal quality inhering in a bearer by virtue of the bearer's ability to produce new life or offspring.
reproductive capacity,PATO,GO:0019098,reproductive behavior,The specific behavior of an organism that is associated with reproduction.
reproductive capacity,PATO,GO:0022414,reproductive process,A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents.
reproductive capacity,PATO,UBERON:0000990,reproductive system,Anatomical system that has as its parts the organs concerned with reproduction.
reproductive capacity,PATO,UBERON:0003133,reproductive organ,An organ involved in reproduction.
Post-reproductive average,PATO,PATO:0000461,normal,A quality inhering in a bearer by virtue of the bearer's exhibiting no deviation from normal or average.
Post-reproductive average,PATO,PATO:0002297,decreased cellular motility,A cellular motility which is lower relative to the normal or average.
Post-reproductive average,PATO,PATO:0002298,increased cellular motility,A cellular motility which is higher relative to the normal or average.
Post-reproductive average,PATO,PATO:0000374,increased distance,A distance which is greater relative to the normal or average.
Post-reproductive average,PATO,PATO:0000375,decreased distance,A distance which is lesser relative to the normal or average.
Reproductive average,PATO,PATO:0001434,reproductive quality,An organismal quality inhering in a bearer by virtue of the bearer's ability to produce new life or offspring.
Reproductive average,PATO,PATO:0000461,normal,A quality inhering in a bearer by virtue of the bearer's exhibiting no deviation from normal or average.
Reproductive average,PATO,GO:0019098,reproductive behavior,The specific behavior of an organism that is associated with reproduction.
Reproductive average,PATO,GO:0022414,reproductive process,A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents.
Reproductive average,PATO,UBERON:0000990,reproductive system,Anatomical system that has as its parts the organs concerned with reproduction.
Reproductive average daily fecundity,PATO,PATO:0000273,fecundity,A reproductive quality inhering in an organism or population by virtue of the bearer's potential reproductive capacity ad measured by the number of gametes.
Reproductive average daily fecundity,PATO,PATO:0001695,increased fecundity,A fecundity which is relatively high.
Reproductive average daily fecundity,PATO,PATO:0001696,decreased fecundity,A fecundity which is relatively low.
Reproductive average daily fecundity,PATO,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
Reproductive average daily fecundity,PATO,PATO:0001434,reproductive quality,An organismal quality inhering in a bearer by virtue of the bearer's ability to produce new life or offspring.
Reproductive average total fecundity,PATO,PATO:0000273,fecundity,A reproductive quality inhering in an organism or population by virtue of the bearer's potential reproductive capacity ad measured by the number of gametes.
Reproductive average total fecundity,PATO,PATO:0001695,increased fecundity,A fecundity which is relatively high.
Reproductive average total fecundity,PATO,PATO:0001696,decreased fecundity,A fecundity which is relatively low.
Reproductive average total fecundity,PATO,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
Reproductive average total fecundity,PATO,PATO:0001434,reproductive quality,An organismal quality inhering in a bearer by virtue of the bearer's ability to produce new life or offspring.
body size (apterous nymph),PATO,PATO:0000117,size,A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.
body size (apterous nymph),PATO,PATO:0000276,brood size,A reproductive quality inhering in the young of an animal by virtue of their number.
body size (apterous nymph),PATO,PATO:0000586,increased size,A size quality which is relatively high.
body size (apterous nymph),PATO,PATO:0000587,decreased size,A size quality which is relatively low.
body size (apterous nymph),PATO,PATO:0005015,tapered size,A size quality inhering in an entity or set of entities in which size increases or decreases along the extent of the entity or set.
body size (mass),PATO,PATO:0001019,mass density,A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.
body size (mass),PATO,PATO:0103001,total mass,"A quantitative quality that represents the sum of all 'mass' qualities of the component parts that constitute a whole entity. The total mass quality inheres in the whole entity and reflects the aggregate measure of mass across all its components, such that changes in the mass of individual components may not necessarily correspond to equivalent changes in the total mass of the whole.

Example of usage: ""total body mass"" represents the sum of the masses of all tissues and organs in the body, while ""liver mass"" represents only the mass of the liver. An increase in liver mass does not necessarily mean an increase in total body mass, as the mass of other organs or tissues may decrease simultaneously."
body size (mass),PATO,PATO:0000125,mass,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism."
body size (mass),PATO,PATO:0001562,decreased mass,A mass which is lower than normal or average.
body size (mass),PATO,PATO:0001563,increased mass,A mass which is higher than normal or average.
fecundity rate (apterous),PATO,PATO:0000273,fecundity,A reproductive quality inhering in an organism or population by virtue of the bearer's potential reproductive capacity ad measured by the number of gametes.
fecundity rate (apterous),PATO,PATO:0001695,increased fecundity,A fecundity which is relatively high.
fecundity rate (apterous),PATO,PATO:0001696,decreased fecundity,A fecundity which is relatively low.
fecundity rate (apterous),PATO,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
fecundity rate (apterous),PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
hatching period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
hatching period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
hatching period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
hatching period,PATO,GO:0009792,embryo development ending in birth or egg hatching,"The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."
hatching period,PATO,UBERON:0000092,post-embryonic stage,"Stage succeeding embryo, including mature structure."
hatching rate,PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
hatching rate,PATO,PATO:0000911,decreased rate,A rate which is relatively low.
hatching rate,PATO,PATO:0000912,increased rate,A rate which is relatively high.
hatching rate,PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
hatching rate,PATO,PATO:0001574,flow rate,A physical quality inhering in a bearer by virtue of the bearer's motion characteristic.
lifespan,PATO,UBERON:0000104,life cycle,"An entire span of an organism's life. In metazoans, commences with the zygote stage and ends with the death of the organism."
metabolic rate (active),PATO,PATO:0002354,active,A quality of an physical object that is currently realizing one of its functions.
metabolic rate (active),PATO,PATO:0001707,behavioural active,A behavioral quality of a process inhering in a bearer by virtue of the bearer's exhibiting marked activity.
metabolic rate (active),PATO,PATO:0002356,constitutively active,A quality of a physical object that has been constantly realizing some of its functions.
metabolic rate (active),PATO,PATO:0002414,chronic-active,"A quality of duration having progressive course of indefinite duration with active, acute-like elements."
metabolic rate (active),PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
pre hatching period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
pre hatching period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
pre hatching period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
pre hatching period,PATO,UBERON:0005865,pre-muscle condensation,NA
pre hatching period,PATO,UBERON:0005866,pre-cartilage condensation,A delimited region of dense mesenchyme within looser mesenchyme whose cells are committed to become chondroblasts.
pre-hatch period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
pre-hatch period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
pre-hatch period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
pre-hatch period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
pre-hatch period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
relative activity,PATO,PATO:0040010,mobile relative to,"For example, distinct anteroposterior mobility of palatine relative to mesethmoid."
relative activity,PATO,PATO:0040011,immobile relative to,For example: distinct anteroposterior immobility of palatine relative to mesethmoid.
relative activity,PATO,PATO:0002515,increased elevation relative to,An elevation quality inhering in a bearer by virtue the bearer's being in a high position relative to another entity.
relative activity,PATO,PATO:0000014,color,"A composite chromatic quality composed of hue, saturation and intensity parts."
relative activity,PATO,PATO:0001414,catalytic activity,A physical quality inhering in a catalyst by virtue of the amount of the catalyst's action.
reproductive and post-reproductive periods,PATO,PATO:0001434,reproductive quality,An organismal quality inhering in a bearer by virtue of the bearer's ability to produce new life or offspring.
reproductive and post-reproductive periods,PATO,PATO:0002049,lateral and rotional curvature,A curvature quality inhering in a bearer by virtue of the bearer's being curved around an axis and towards the side.
reproductive and post-reproductive periods,PATO,PATO:0040030,decreased width and length,"A width and length quality which is relatively small, where both width and length are decreased."
reproductive and post-reproductive periods,PATO,PATO:0040031,increased width and length,"A width and length quality that is relatively large, where both width and length are increased."
reproductive and post-reproductive periods,PATO,GO:0019098,reproductive behavior,The specific behavior of an organism that is associated with reproduction.
Development Rate (Egg),PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
Development Rate (Egg),PATO,PATO:0000911,decreased rate,A rate which is relatively low.
Development Rate (Egg),PATO,PATO:0000912,increased rate,A rate which is relatively high.
Development Rate (Egg),PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
Development Rate (Egg),PATO,PATO:0001574,flow rate,A physical quality inhering in a bearer by virtue of the bearer's motion characteristic.
Development Rate (Larva),PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
Development Rate (Larva),PATO,PATO:0000911,decreased rate,A rate which is relatively low.
Development Rate (Larva),PATO,PATO:0000912,increased rate,A rate which is relatively high.
Development Rate (Larva),PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
Development Rate (Larva),PATO,PATO:0001574,flow rate,A physical quality inhering in a bearer by virtue of the bearer's motion characteristic.
Development Rate (Nymph),PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
Development Rate (Nymph),PATO,PATO:0000911,decreased rate,A rate which is relatively low.
Development Rate (Nymph),PATO,PATO:0000912,increased rate,A rate which is relatively high.
Development Rate (Nymph),PATO,PATO:0001492,growth rate,The rate or speed of the change in size of an individual entity or change in number of a population.
Development Rate (Nymph),PATO,PATO:0001574,flow rate,A physical quality inhering in a bearer by virtue of the bearer's motion characteristic.
Oviposition Period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
Oviposition Period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
Oviposition Period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
Oviposition Period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
Oviposition Period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
Pre-Oviposition Period in engorged females,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
Pre-Oviposition Period in engorged females,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
Pre-Oviposition Period in engorged females,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
Pre-Oviposition Period in engorged females,PATO,PATO:0001537,soluble in,A solubility quality inhering in a substance by virtue of the bearer's disposition to dissolve in a liquid.
Pre-Oviposition Period in engorged females,PATO,PATO:0001538,insoluble in,A solubility quality inhering in a substance by virtue of the bearer's inability of a substance to dissolve in a liquid.
body mass,PATO,PATO:0000125,mass,"For any biological use of PATO, the concept that should be used is 'mass' and not 'weight'. For example, increased weight of an organism."
body mass,PATO,PATO:0001019,mass density,A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.
body mass,PATO,PATO:0001562,decreased mass,A mass which is lower than normal or average.
body mass,PATO,PATO:0001563,increased mass,A mass which is higher than normal or average.
body mass,PATO,PATO:0001681,molar mass,A physical quality that inheres in a homogeneous substance containing 6.02 x 1023 atoms or molecules.
body width,PATO,PATO:0000921,width,"Width often refers to the dimension that is greater than the extent in only one of the other two orthogonal dimensions, however, this is not always true. See https://github.com/pato-ontology/pato/issues/337 for full discussion."
body width,PATO,PATO:0000599,decreased width,A width which is relatively small.
body width,PATO,PATO:0000600,increased width,A width which is relatively large.
body width,PATO,PATO:0045061,normal width,A width which is relatively normal or average
body width,PATO,PATO:0040030,decreased width and length,"A width and length quality which is relatively small, where both width and length are decreased."
copulation duration,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
copulation duration,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
copulation duration,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
copulation duration,PATO,PATO:0001416,regular duration,A duration which has regular start and/or end times.
copulation duration,PATO,PATO:0001417,irregular duration,A duration quality of a process inhering in a bearer by virtue of the bearer's duration which has irregular start and/or end times.
fecundity rate (alate),PATO,PATO:0000273,fecundity,A reproductive quality inhering in an organism or population by virtue of the bearer's potential reproductive capacity ad measured by the number of gametes.
fecundity rate (alate),PATO,PATO:0001695,increased fecundity,A fecundity which is relatively high.
fecundity rate (alate),PATO,PATO:0001696,decreased fecundity,A fecundity which is relatively low.
fecundity rate (alate),PATO,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
fecundity rate (alate),PATO,PATO:0000161,rate,A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.
hatch ratio,PATO,PATO:0001470,ratio,A quality inhering in a bearer by virtue of the bearer's magnitude in proportion to the magnitude of another entity.
hatch ratio,PATO,PATO:0040042,decreased ratio,Example: decreased proportion of CD4 T cells relative to total T cells.
hatch ratio,PATO,PATO:0040043,increased ratio,Example: increased proportion of CD4 T cells relative to total T cells.
hatch ratio,PATO,PATO:0040071,nuclear/cytoplasmic ratio,A quality inhering in a cell by virtue of the ratio between the volume of its nucleus and the volume of its cytoplasm.
hatch ratio,PATO,PATO:0040072,high nuclear/cytoplasmic ratio,A high nuclear/cytolasmic ratio is 70% or higher.
maximum fecundity,PATO,PATO:0000273,fecundity,A reproductive quality inhering in an organism or population by virtue of the bearer's potential reproductive capacity ad measured by the number of gametes.
maximum fecundity,PATO,PATO:0001695,increased fecundity,A fecundity which is relatively high.
maximum fecundity,PATO,PATO:0001696,decreased fecundity,A fecundity which is relatively low.
maximum fecundity,PATO,PATO:0045017,normal fecundity,A fecundity which is relatively normal or average.
maximum fecundity,PATO,PATO:0000050,life span,A time quality inhering in a bearer by virtue of the bearer's expected maximum age.
molting ratio (larval),PATO,PATO:0001185,larval,"A maturity quality inhering in a bearer by virtue of the bearer's indirect development, undergoing metamorphosis."
molting ratio (larval),PATO,PATO:0001470,ratio,A quality inhering in a bearer by virtue of the bearer's magnitude in proportion to the magnitude of another entity.
molting ratio (larval),PATO,PATO:0040042,decreased ratio,Example: decreased proportion of CD4 T cells relative to total T cells.
molting ratio (larval),PATO,PATO:0040043,increased ratio,Example: increased proportion of CD4 T cells relative to total T cells.
molting ratio (larval),PATO,PATO:0040071,nuclear/cytoplasmic ratio,A quality inhering in a cell by virtue of the ratio between the volume of its nucleus and the volume of its cytoplasm.
molting ratio (nymphal),PATO,PATO:0001470,ratio,A quality inhering in a bearer by virtue of the bearer's magnitude in proportion to the magnitude of another entity.
molting ratio (nymphal),PATO,PATO:0040042,decreased ratio,Example: decreased proportion of CD4 T cells relative to total T cells.
molting ratio (nymphal),PATO,PATO:0040043,increased ratio,Example: increased proportion of CD4 T cells relative to total T cells.
molting ratio (nymphal),PATO,PATO:0040071,nuclear/cytoplasmic ratio,A quality inhering in a cell by virtue of the ratio between the volume of its nucleus and the volume of its cytoplasm.
molting ratio (nymphal),PATO,PATO:0040072,high nuclear/cytoplasmic ratio,A high nuclear/cytolasmic ratio is 70% or higher.
pre-blood meal period,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
pre-blood meal period,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
pre-blood meal period,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
pre-blood meal period,PATO,PATO:0000695,synchronous,A quality of a single process inhering in a bearer by virtue of the bearer's occurring or existing at the same time or having the same period or phase.
pre-blood meal period,PATO,PATO:0000688,asynchronous,A quality of a single process inhering in a bearer by virtue of the bearer's not occurring or existing at the same time or having the same period or phase.
blood feeding frequency,PATO,PATO:0000044,frequency,A physical quality which inheres in a bearer by virtue of the number of the bearer's repetitive actions in a particular time.
blood feeding frequency,PATO,PATO:0000380,increased frequency,A frequency which is relatively high.
blood feeding frequency,PATO,PATO:0000381,decreased frequency,A frequency which is relatively low.
blood feeding frequency,PATO,PATO:0001520,sound frequency,The frequency of transmitted vibrations.
blood feeding frequency,PATO,PATO:0045087,normal frequency,A frequency which is relatively normal.
chill-coma recovery time,PATO,PATO:0000165,time,A quality in which events occur in sequence.
chill-coma recovery time,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
chill-coma recovery time,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
chill-coma recovery time,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
chill-coma recovery time,PATO,PATO:0001005,latency,"This class is a candidate for obsoletion. The definition is not clear, and the placement under ""delayed"" is not consistent with the definition."
hypostome length,PATO,PATO:0000122,length,"Length often refers to the longer or longest dimension of an object, however, this is not always true. See https://github.com/pato-ontology/pato/issues/337 for full discussion."
hypostome length,PATO,PATO:0000573,increased length,A length quality which is relatively large.
hypostome length,PATO,PATO:0000574,decreased length,A length quality which is relatively small.
hypostome length,PATO,PATO:0045054,normal length,A length quality which is relatively normal or average
hypostome length,PATO,PATO:0040030,decreased width and length,"A width and length quality which is relatively small, where both width and length are decreased."
mean longevity,PATO,PATO:0040060,absence of anatomical entity,"Absence of anatomical entity should only be used when all of the entity is absent. For example, absent teeth would mean all teeth are absent not some teeth are absent."
mean longevity,PATO,PATO:0103004,total amount,"A quantitative quality that represents the sum of all 'amount' qualities of the component parts that constitute a whole entity. The total amount quality inheres in the whole entity and reflects the aggregate measure across all its components, such that changes in the amount of individual components may not necessarily correspond to equivalent changes in the total amount of the whole.

Example of usage: ""blood total protein amount"" represents the sum of the amounts of all protein types in blood, while ""blood leptin amount"" represents only the amount of leptin proteins. An increase in blood leptin amount does not necessarily mean an increase in blood total protein amount, as other protein levels may decrease simultaneously."
mean longevity,PATO,PATO:0103001,total mass,"A quantitative quality that represents the sum of all 'mass' qualities of the component parts that constitute a whole entity. The total mass quality inheres in the whole entity and reflects the aggregate measure of mass across all its components, such that changes in the mass of individual components may not necessarily correspond to equivalent changes in the total mass of the whole.

Example of usage: ""total body mass"" represents the sum of the masses of all tissues and organs in the body, while ""liver mass"" represents only the mass of the liver. An increase in liver mass does not necessarily mean an increase in total body mass, as the mass of other organs or tissues may decrease simultaneously."
mean longevity,PATO,GO:0030323,respiratory tube development,"The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract."
mean longevity,PATO,GO:0030133,transport vesicle,"Note that the term 'secretory vesicle' is sometimes used in this sense, but can also mean 'secretory granule ; GO:0030141'."
ovariole number,PATO,PATO:0001555,has number of,"The number of parts of a particular type that the bearer entity has. This is a relational quality, and thus holds between two entities: the bearer of the quality, and the type of parts."
ovariole number,PATO,PATO:0002083,altered number of,Having extra or fewer parts.
ovariole number,PATO,PATO:0005001,variability of count,A variability quality inhering in the bearer by virtue of the bearer having a variable number or count of an entity.
ovariole number,PATO,PATO:0002001,has fewer parts of type,Example: [E=hand Q=has_fewer_parts_of_type E2=digit] - applies to an organism that has no less fingers than is normal for organisms of that type.
ovariole number,PATO,PATO:0002002,has extra parts of type,"In polydactyly, the bearer of the quality is the hand, and the entity type being counted is 'finger'. In EQ syntax, E=hand, Q=<this> E2=finger."
parasite maturation time,PATO,PATO:0000165,time,A quality in which events occur in sequence.
parasite maturation time,PATO,PATO:0000498,increased duration,A duration quality of a process which is relatively high.
parasite maturation time,PATO,PATO:0000499,decreased duration,A duration quality of a process which is relatively low.
parasite maturation time,PATO,PATO:0001309,duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.
